activity,county,date,score,state
baking,Cook,2020-06-03 00:00:00,0.2155,Illinois
baking,Cook,2020-05-27 00:00:00,0.38727647058823533,Illinois
baking,Orange,2020-05-20 00:00:00,0.1424272727272727,Florida
baking,King,2020-05-27 00:00:00,0.430575,Washington
baking,New York,2020-06-03 00:00:00,-0.15076842105263155,New York
baking,New York,2020-05-27 00:00:00,0.06015102040816324,New York
baking,New York,2020-05-20 00:00:00,0.7376473684210526,New York
baking,Palm Beach,2020-05-20 00:00:00,0.1424272727272727,Florida
baking,Orange,2020-05-20 00:00:00,0.1424272727272727,Florida
baking,Salt Lake,2020-06-03 00:00:00,0.002857142857142828,Utah
board games,Queens,2020-05-20 00:00:00,0.9303666666666669,New York
board games,King,2020-05-20 00:00:00,0.9303666666666669,Washington
board games,Santa Clara,2020-05-20 00:00:00,0.6534199999999999,California
bowling,New York,2020-06-03 00:00:00,-0.36074230769230764,New York
bowling,New York,2020-05-27 00:00:00,0.16034193548387093,New York
bowling,New York,2020-05-20 00:00:00,0.04380769230769232,New York
bowling,Franklin,2020-05-27 00:00:00,-0.9957,Ohio
bus,Los Angeles,2020-05-27 00:00:00,-0.10503125,California
bus,Los Angeles,2020-05-20 00:00:00,-0.3139142857142857,California
bus,Cook,2020-06-03 00:00:00,0.28439411764705885,Illinois
bus,Cook,2020-05-27 00:00:00,0.08133333333333333,Illinois
bus,Cook,2020-05-20 00:00:00,-0.4423981481481482,Illinois
bus,San Diego,2020-06-03 00:00:00,0.08506363636363638,California
bus,San Diego,2020-05-27 00:00:00,0.043741304347826075,California
bus,San Diego,2020-05-20 00:00:00,-0.36102894736842117,California
bus,Dallas,2020-06-03 00:00:00,0.12895517241379306,Texas
bus,Kings,2020-06-03 00:00:00,0.18399375,New York
bus,Queens,2020-06-03 00:00:00,0.18399375,New York
bus,King,2020-06-03 00:00:00,-0.3318194444444445,Washington
bus,King,2020-05-27 00:00:00,-0.07933250000000003,Washington
bus,Clark,2020-05-27 00:00:00,-0.4787461538461538,Nevada
bus,San Bernardino,2020-06-03 00:00:00,0.08506363636363638,California
bus,San Bernardino,2020-05-27 00:00:00,0.043741304347826075,California
bus,San Bernardino,2020-05-20 00:00:00,-0.36102894736842117,California
bus,Santa Clara,2020-05-20 00:00:00,-0.4423981481481482,California
bus,Wayne,2020-05-27 00:00:00,-0.11842241379310343,Michigan
bus,New York,2020-06-03 00:00:00,0.03019122807017546,New York
bus,New York,2020-05-27 00:00:00,-0.2505402777777778,New York
bus,New York,2020-05-20 00:00:00,-0.06258640776699029,New York
bus,Philadelphia,2020-05-27 00:00:00,-0.29584615384615376,Pennsylvania
bus,Palm Beach,2020-05-27 00:00:00,-0.24547586206896552,Florida
bus,Palm Beach,2020-05-20 00:00:00,-0.22348589743589747,Florida
bus,Bronx,2020-06-03 00:00:00,0.18399375,New York
bus,Los Angeles,2020-05-27 00:00:00,-0.10503125,California
bus,Los Angeles,2020-05-20 00:00:00,-0.3139142857142857,California
bus,Cook,2020-06-03 00:00:00,0.28439411764705885,Illinois
bus,Cook,2020-05-27 00:00:00,0.08133333333333333,Illinois
bus,Cook,2020-05-20 00:00:00,-0.4423981481481482,Illinois
bus,San Diego,2020-06-03 00:00:00,0.08506363636363638,California
bus,San Diego,2020-05-27 00:00:00,0.043741304347826075,California
bus,San Diego,2020-05-20 00:00:00,-0.36102894736842117,California
bus,Dallas,2020-06-03 00:00:00,0.12895517241379306,Texas
bus,Kings,2020-06-03 00:00:00,0.18399375,New York
bus,Queens,2020-06-03 00:00:00,0.18399375,New York
bus,King,2020-06-03 00:00:00,-0.3318194444444445,Washington
bus,King,2020-05-27 00:00:00,-0.07933250000000003,Washington
bus,Clark,2020-05-27 00:00:00,-0.4787461538461538,Nevada
bus,San Bernardino,2020-06-03 00:00:00,0.08506363636363638,California
bus,San Bernardino,2020-05-27 00:00:00,0.043741304347826075,California
bus,San Bernardino,2020-05-20 00:00:00,-0.36102894736842117,California
bus,Santa Clara,2020-05-20 00:00:00,-0.4423981481481482,California
bus,Wayne,2020-05-27 00:00:00,-0.11842241379310343,Michigan
bus,New York,2020-06-03 00:00:00,0.03019122807017546,New York
bus,New York,2020-05-27 00:00:00,-0.2505402777777778,New York
bus,New York,2020-05-20 00:00:00,-0.06258640776699029,New York
bus,Philadelphia,2020-05-27 00:00:00,-0.29584615384615376,Pennsylvania
bus,Palm Beach,2020-05-27 00:00:00,-0.24547586206896552,Florida
bus,Palm Beach,2020-05-20 00:00:00,-0.22348589743589747,Florida
bus,Bronx,2020-06-03 00:00:00,0.18399375,New York
bus,Salt Lake,2020-05-27 00:00:00,-0.4925430379746838,Utah
bus,Salt Lake,2020-05-20 00:00:00,-0.31379,Utah
bus,Contra Costa,2020-05-20 00:00:00,-0.6267240740740739,California
bus,Wake,2020-06-03 00:00:00,0.04612500000000006,North Carolina
bus,Wake,2020-05-27 00:00:00,-0.010591803278688505,North Carolina
bus,Wake,2020-05-20 00:00:00,-0.6006846153846152,North Carolina
bus,Collin,2020-05-27 00:00:00,0.12403663366336617,Texas
bus,Collin,2020-05-20 00:00:00,-0.31165000000000004,Texas
bus,St. Louis,2020-06-03 00:00:00,-0.4064697674418606,Missouri
bus,St. Louis,2020-05-27 00:00:00,-0.18461827956989255,Missouri
bus,St. Louis,2020-05-20 00:00:00,-0.11506071428571431,Missouri
bus,Erie,2020-05-27 00:00:00,-0.22599545454545458,New York
bus,Prince George's,2020-06-03 00:00:00,-0.3658033898305084,Maryland
bus,Hartford,2020-05-27 00:00:00,-0.392739393939394,Connecticut
bus,San Francisco,2020-06-03 00:00:00,0.08506363636363638,California
bus,San Francisco,2020-05-27 00:00:00,0.043741304347826075,California
bus,San Francisco,2020-05-20 00:00:00,-0.36102894736842117,California
karaoke,New York,2020-06-03 00:00:00,-0.24276,New York
painting,Orange,2020-05-20 00:00:00,-0.12487142857142855,Florida
painting,King,2020-05-20 00:00:00,0.15564285714285717,Washington
painting,Clark,2020-05-27 00:00:00,0.5165625,Nevada
painting,New York,2020-06-03 00:00:00,0.6589222222222223,New York
painting,New York,2020-05-27 00:00:00,0.3599777777777778,New York
painting,New York,2020-05-20 00:00:00,0.1559,New York
painting,Orange,2020-05-20 00:00:00,-0.12487142857142855,Florida
table tennis,New York,2020-06-03 00:00:00,-0.52988,New York
taxi,San Diego,2020-05-20 00:00:00,-0.8217423728813562,California
taxi,Orange,2020-05-27 00:00:00,-0.6072200000000001,Florida
taxi,Orange,2020-05-20 00:00:00,-0.8228666666666666,Florida
taxi,San Bernardino,2020-05-20 00:00:00,-0.8217423728813562,California
taxi,New York,2020-06-03 00:00:00,-0.2629903225806452,New York
taxi,New York,2020-05-27 00:00:00,-0.5511338983050849,New York
taxi,New York,2020-05-20 00:00:00,-0.6448250000000001,New York
taxi,Orange,2020-05-27 00:00:00,-0.6072200000000001,Florida
taxi,Orange,2020-05-20 00:00:00,-0.8228666666666666,Florida
taxi,Wake,2020-05-27 00:00:00,-0.9643666666666666,North Carolina
taxi,St. Louis,2020-05-27 00:00:00,-0.844005882352941,Missouri
taxi,San Francisco,2020-05-20 00:00:00,-0.8217423728813562,California
video games,Dallas,2020-05-27 00:00:00,-0.44173999999999997,Texas
cinema,Los Angeles,2020-05-20 00:00:00,0.9992000000000001,California
cinema,San Diego,2020-05-27 00:00:00,0.1111888888888889,California
cinema,King,2020-05-20 00:00:00,-0.9109333333333333,Washington
cinema,San Bernardino,2020-05-27 00:00:00,0.1111888888888889,California
cinema,New York,2020-06-03 00:00:00,-0.3693857142857143,New York
cinema,New York,2020-05-27 00:00:00,-0.15636086956521744,New York
cinema,New York,2020-05-20 00:00:00,-0.6754928571428573,New York
cinema,Palm Beach,2020-06-03 00:00:00,-0.025187499999999974,Florida
cinema,Palm Beach,2020-05-27 00:00:00,-0.051909090909090884,Florida
cinema,Salt Lake,2020-05-27 00:00:00,0.26008947368421054,Utah
cinema,Wake,2020-05-27 00:00:00,-0.4196761904761905,North Carolina
cinema,Prince George's,2020-05-27 00:00:00,0.17985116279069768,Maryland
cinema,San Francisco,2020-05-27 00:00:00,0.1111888888888889,California
yoga,Los Angeles,2020-05-20 00:00:00,0.41727333333333344,California
yoga,King,2020-05-27 00:00:00,0.04675499999999998,Washington
yoga,Santa Clara,2020-05-27 00:00:00,0.04675499999999998,California
yoga,Wayne,2020-05-27 00:00:00,0.3224666666666667,Michigan
yoga,New York,2020-06-03 00:00:00,0.3752491228070177,New York
yoga,New York,2020-05-27 00:00:00,0.4041379310344827,New York
yoga,New York,2020-05-20 00:00:00,0.5054216666666665,New York
yoga,Palm Beach,2020-06-03 00:00:00,0.32313,Florida
yoga,Palm Beach,2020-05-20 00:00:00,0.5203358208955223,Florida
yoga,Salt Lake,2020-05-20 00:00:00,0.1656210526315789,Utah
yoga,Wake,2020-06-03 00:00:00,0.2488962962962964,North Carolina
yoga,Wake,2020-05-20 00:00:00,0.4840218181818182,North Carolina
yoga,St. Louis,2020-05-27 00:00:00,-0.4003125,Missouri
yoga,Prince George's,2020-06-03 00:00:00,0.4485869565217392,Maryland
zumba,New York,2020-05-20 00:00:00,-0.19786,New York
baseball,Los Angeles,2020-05-27 00:00:00,-0.2105,California
baseball,Los Angeles,2020-05-20 00:00:00,0.26286363636363635,California
baseball,Cook,2020-06-03 00:00:00,-0.94206,Illinois
baseball,San Diego,2020-06-03 00:00:00,-0.817507142857143,California
baseball,San Diego,2020-05-27 00:00:00,0.14684,California
baseball,Orange,2020-06-03 00:00:00,0.6577333333333333,Florida
baseball,Clark,2020-05-20 00:00:00,-0.5216904761904761,Nevada
baseball,San Bernardino,2020-06-03 00:00:00,-0.817507142857143,California
baseball,San Bernardino,2020-05-27 00:00:00,0.14684,California
baseball,New York,2020-06-03 00:00:00,-0.20265,New York
baseball,New York,2020-05-27 00:00:00,-0.20343703703703694,New York
baseball,New York,2020-05-20 00:00:00,0.021547368421052638,New York
baseball,Orange,2020-06-03 00:00:00,0.6577333333333333,Florida
baseball,Oakland,2020-05-20 00:00:00,0.07346896551724139,Michigan
baseball,Wake,2020-06-03 00:00:00,-0.94206,North Carolina
baseball,Montgomery,2020-05-20 00:00:00,-0.338275,Maryland
baseball,St. Louis,2020-06-03 00:00:00,0.009465000000000019,Missouri
baseball,St. Louis,2020-05-20 00:00:00,0.24431999999999995,Missouri
baseball,Prince George's,2020-06-03 00:00:00,0.6879999999999998,Maryland
baseball,Pierce,2020-05-20 00:00:00,0.28415999999999997,Washington
baseball,San Francisco,2020-06-03 00:00:00,-0.817507142857143,California
baseball,San Francisco,2020-05-27 00:00:00,0.14684,California
basketball,Orange,2020-05-20 00:00:00,-0.48928000000000005,Florida
basketball,New York,2020-06-03 00:00:00,-0.23918095238095236,New York
basketball,New York,2020-05-27 00:00:00,0.35853913043478264,New York
basketball,New York,2020-05-20 00:00:00,-0.043761538461538484,New York
basketball,Orange,2020-05-20 00:00:00,-0.48928000000000005,Florida
basketball,Prince George's,2020-06-03 00:00:00,-0.27449999999999997,Maryland
camping,Los Angeles,2020-05-27 00:00:00,-0.16408888888888892,California
camping,Cook,2020-06-03 00:00:00,0.6212285714285715,Illinois
camping,Cook,2020-05-27 00:00:00,0.4450083333333333,Illinois
camping,San Diego,2020-05-20 00:00:00,-0.37516666666666665,California
camping,Orange,2020-06-03 00:00:00,0.99443,Florida
camping,Orange,2020-05-20 00:00:00,-0.5872333333333334,Florida
camping,San Bernardino,2020-05-20 00:00:00,-0.37516666666666665,California
camping,New York,2020-06-03 00:00:00,0.41358431372549004,New York
camping,New York,2020-05-27 00:00:00,-0.07233787878787878,New York
camping,New York,2020-05-20 00:00:00,-0.040732835820895506,New York
camping,Palm Beach,2020-06-03 00:00:00,0.3258928571428571,Florida
camping,Palm Beach,2020-05-27 00:00:00,0.012705263157894746,Florida
camping,Palm Beach,2020-05-20 00:00:00,-0.5013222222222224,Florida
camping,Orange,2020-06-03 00:00:00,0.99443,Florida
camping,Orange,2020-05-20 00:00:00,-0.5872333333333334,Florida
camping,Travis,2020-05-27 00:00:00,-0.41527777777777786,Texas
camping,Travis,2020-05-20 00:00:00,-0.2914733333333333,Texas
camping,Salt Lake,2020-06-03 00:00:00,0.5914733333333333,Utah
camping,Salt Lake,2020-05-27 00:00:00,-0.0046825000000000035,Utah
camping,Salt Lake,2020-05-20 00:00:00,-0.6836625,Utah
camping,Wake,2020-05-27 00:00:00,-0.09432499999999996,North Carolina
camping,St. Louis,2020-06-03 00:00:00,0.17688070175438603,Missouri
camping,St. Louis,2020-05-20 00:00:00,-0.6430230769230769,Missouri
camping,Prince George's,2020-06-03 00:00:00,0.4152714285714286,Maryland
camping,Prince George's,2020-05-20 00:00:00,-0.11678750000000002,Maryland
camping,San Francisco,2020-05-20 00:00:00,-0.37516666666666665,California
cycling,San Diego,2020-05-27 00:00:00,0.4976466666666666,California
cycling,Orange,2020-06-03 00:00:00,0.6415666666666667,Florida
cycling,Miami-Dade,2020-05-27 00:00:00,0.1744941176470588,Florida
cycling,Queens,2020-06-03 00:00:00,0.5873961538461538,New York
cycling,King,2020-06-03 00:00:00,0.4931384615384615,Washington
cycling,San Bernardino,2020-05-27 00:00:00,0.4976466666666666,California
cycling,Santa Clara,2020-05-27 00:00:00,0.4976466666666666,California
cycling,New York,2020-06-03 00:00:00,0.675995,New York
cycling,New York,2020-05-27 00:00:00,0.22075999999999998,New York
cycling,New York,2020-05-20 00:00:00,0.19722500000000007,New York
cycling,Palm Beach,2020-06-03 00:00:00,0.61863125,Florida
cycling,Palm Beach,2020-05-27 00:00:00,0.11958095238095238,Florida
cycling,Orange,2020-06-03 00:00:00,0.6415666666666667,Florida
cycling,Oakland,2020-05-27 00:00:00,0.030450000000000005,Michigan
cycling,Salt Lake,2020-06-03 00:00:00,0.28008750000000004,Utah
cycling,Salt Lake,2020-05-20 00:00:00,0.851442857142857,Utah
cycling,Wake,2020-05-20 00:00:00,0.5117176470588235,North Carolina
cycling,St. Louis,2020-06-03 00:00:00,0.4262071428571429,Missouri
cycling,St. Louis,2020-05-27 00:00:00,-0.024528571428571407,Missouri
cycling,Erie,2020-06-03 00:00:00,0.6415666666666667,New York
cycling,San Francisco,2020-05-27 00:00:00,0.4976466666666666,California
driving,Los Angeles,2020-05-27 00:00:00,0.5851833333333334,California
driving,Los Angeles,2020-05-20 00:00:00,-0.08373076923076925,California
driving,San Diego,2020-05-27 00:00:00,-0.42885,California
driving,San Diego,2020-05-20 00:00:00,-0.26377500000000004,California
driving,Orange,2020-05-27 00:00:00,0.5618266666666667,Florida
driving,Queens,2020-05-27 00:00:00,-0.38828181818181823,New York
driving,King,2020-06-03 00:00:00,-0.1129611111111111,Washington
driving,San Bernardino,2020-05-27 00:00:00,0.0040374999999999855,California
driving,San Bernardino,2020-05-20 00:00:00,-0.26377500000000004,California
driving,New York,2020-06-03 00:00:00,-0.48351219512195115,New York
driving,New York,2020-05-27 00:00:00,-0.49656129032258045,New York
driving,New York,2020-05-20 00:00:00,-0.6873088235294119,New York
driving,Sacramento,2020-05-27 00:00:00,0.2804833333333333,California
driving,Palm Beach,2020-06-03 00:00:00,-0.7941083333333333,Florida
driving,Palm Beach,2020-05-27 00:00:00,0.07613548387096776,Florida
driving,Palm Beach,2020-05-20 00:00:00,-0.9675285714285714,Florida
driving,Orange,2020-05-27 00:00:00,0.5618266666666667,Florida
driving,Franklin,2020-06-03 00:00:00,-0.08839230769230767,Ohio
driving,Salt Lake,2020-06-03 00:00:00,-0.25244,Utah
driving,Wake,2020-05-27 00:00:00,-0.5621799999999999,North Carolina
driving,St. Louis,2020-06-03 00:00:00,-0.1955,Missouri
driving,St. Louis,2020-05-27 00:00:00,0.12611,Missouri
driving,Prince George's,2020-06-03 00:00:00,-0.23305999999999996,Maryland
driving,Prince George's,2020-05-20 00:00:00,-0.57945,Maryland
driving,San Francisco,2020-05-27 00:00:00,0.0040374999999999855,California
driving,San Francisco,2020-05-20 00:00:00,-0.26377500000000004,California
fishing,Cook,2020-06-03 00:00:00,0.16421500000000006,Illinois
fishing,Cook,2020-05-27 00:00:00,0.08546875,Illinois
fishing,Cook,2020-05-20 00:00:00,0.2612784090909091,Illinois
fishing,Harris,2020-05-20 00:00:00,0.25130253164556965,Texas
fishing,San Diego,2020-06-03 00:00:00,0.4348219780219783,California
fishing,San Diego,2020-05-27 00:00:00,-0.20907000000000003,California
fishing,San Diego,2020-05-20 00:00:00,0.04161904761904766,California
fishing,Orange,2020-06-03 00:00:00,0.326041935483871,Florida
fishing,Orange,2020-05-27 00:00:00,-0.2072125,Florida
fishing,Miami-Dade,2020-05-27 00:00:00,0.6317,Florida
fishing,Miami-Dade,2020-05-20 00:00:00,-0.5089500000000001,Florida
fishing,King,2020-06-03 00:00:00,0.32584054054054057,Washington
fishing,King,2020-05-27 00:00:00,0.31256727272727275,Washington
fishing,King,2020-05-20 00:00:00,0.32483720930232557,Washington
fishing,Clark,2020-05-20 00:00:00,0.055928000000000005,Nevada
fishing,San Bernardino,2020-06-03 00:00:00,0.4348219780219783,California
fishing,San Bernardino,2020-05-27 00:00:00,-0.20907000000000003,California
fishing,San Bernardino,2020-05-20 00:00:00,0.04161904761904766,California
fishing,New York,2020-06-03 00:00:00,0.07086984126984124,New York
fishing,New York,2020-05-27 00:00:00,-0.16891428571428574,New York
fishing,New York,2020-05-20 00:00:00,0.4761486486486485,New York
fishing,Palm Beach,2020-06-03 00:00:00,0.4506451327433629,Florida
fishing,Palm Beach,2020-05-27 00:00:00,0.6062399999999999,Florida
fishing,Palm Beach,2020-05-20 00:00:00,-0.19002043010752692,Florida
fishing,Orange,2020-06-03 00:00:00,0.326041935483871,Florida
fishing,Orange,2020-05-27 00:00:00,-0.2072125,Florida
fishing,Travis,2020-05-27 00:00:00,0.33440512820512824,Texas
fishing,Salt Lake,2020-06-03 00:00:00,0.3082539682539681,Utah
fishing,Salt Lake,2020-05-27 00:00:00,0.0653283950617284,Utah
fishing,Salt Lake,2020-05-20 00:00:00,-0.08751666666666667,Utah
fishing,Contra Costa,2020-05-20 00:00:00,-0.3559,California
fishing,Wake,2020-06-03 00:00:00,-0.13542105263157897,North Carolina
fishing,Wake,2020-05-27 00:00:00,-0.07743684210526325,North Carolina
fishing,Wake,2020-05-20 00:00:00,-0.9566,North Carolina
fishing,Collin,2020-05-27 00:00:00,-0.20907000000000003,Texas
fishing,St. Louis,2020-06-03 00:00:00,0.3012199999999999,Missouri
fishing,St. Louis,2020-05-27 00:00:00,0.1560140845070423,Missouri
fishing,St. Louis,2020-05-20 00:00:00,-0.026276842105263147,Missouri
fishing,Honolulu,2020-05-20 00:00:00,0.79151,Hawaii
fishing,Westchester,2020-05-27 00:00:00,0.0343166666666667,New York
fishing,Marion,2020-05-27 00:00:00,0.16393809523809516,Indiana
fishing,Marion,2020-05-20 00:00:00,0.06312777777777781,Indiana
fishing,Milwaukee,2020-05-20 00:00:00,0.2200619047619047,Wisconsin
fishing,Erie,2020-06-03 00:00:00,0.14326,New York
fishing,Prince George's,2020-06-03 00:00:00,0.13396836734693882,Maryland
fishing,Prince George's,2020-05-27 00:00:00,0.044065217391304354,Maryland
fishing,Pierce,2020-06-03 00:00:00,0.33005454545454554,Washington
fishing,San Francisco,2020-06-03 00:00:00,0.4348219780219783,California
fishing,San Francisco,2020-05-27 00:00:00,-0.20907000000000003,California
fishing,San Francisco,2020-05-20 00:00:00,0.04161904761904766,California
flying,Los Angeles,2020-05-20 00:00:00,-0.7146586206896554,California
flying,Cook,2020-05-20 00:00:00,-0.5733600000000001,Illinois
flying,San Diego,2020-06-03 00:00:00,0.02609285714285717,California
flying,San Diego,2020-05-27 00:00:00,0.5613692307692307,California
flying,San Diego,2020-05-20 00:00:00,-0.30598333333333333,California
flying,Orange,2020-05-27 00:00:00,0.49808235294117653,Florida
flying,Miami-Dade,2020-05-27 00:00:00,-0.6506,Florida
flying,Dallas,2020-05-20 00:00:00,0.7263588235294118,Texas
flying,San Bernardino,2020-06-03 00:00:00,0.02609285714285717,California
flying,San Bernardino,2020-05-27 00:00:00,0.5613692307692307,California
flying,San Bernardino,2020-05-20 00:00:00,-0.30598333333333333,California
flying,New York,2020-06-03 00:00:00,-0.5806594594594594,New York
flying,New York,2020-05-27 00:00:00,-0.009011111111111117,New York
flying,New York,2020-05-20 00:00:00,-0.39934400000000003,New York
flying,Philadelphia,2020-05-20 00:00:00,-0.35330270270270286,Pennsylvania
flying,Palm Beach,2020-06-03 00:00:00,-0.36759999999999987,Florida
flying,Palm Beach,2020-05-27 00:00:00,0.38085,Florida
flying,Orange,2020-05-27 00:00:00,0.49808235294117653,Florida
flying,Salt Lake,2020-05-20 00:00:00,0.5796571428571429,Utah
flying,Wake,2020-06-03 00:00:00,-0.23073600000000002,North Carolina
flying,St. Louis,2020-06-03 00:00:00,-0.40354411764705883,Missouri
flying,St. Louis,2020-05-20 00:00:00,0.08810909090909091,Missouri
flying,San Francisco,2020-06-03 00:00:00,0.02609285714285717,California
flying,San Francisco,2020-05-27 00:00:00,0.5613692307692307,California
flying,San Francisco,2020-05-20 00:00:00,-0.30598333333333333,California
gardening,Queens,2020-05-27 00:00:00,0.2758818181818182,New York
gardening,Queens,2020-05-20 00:00:00,-0.7932694444444446,New York
gardening,King,2020-05-20 00:00:00,-0.9884666666666667,Washington
gardening,New York,2020-06-03 00:00:00,0.4873863636363636,New York
gardening,New York,2020-05-27 00:00:00,0.5407000000000002,New York
gardening,New York,2020-05-20 00:00:00,-0.27847000000000005,New York
gardening,Palm Beach,2020-05-27 00:00:00,0.6850333333333334,Florida
gardening,Wake,2020-05-20 00:00:00,0.7150375,North Carolina
gardening,St. Louis,2020-05-27 00:00:00,0.2998173913043479,Missouri
hiking,Los Angeles,2020-05-27 00:00:00,-0.3816300000000001,California
hiking,New York,2020-06-03 00:00:00,-0.023016666666666668,New York
hiking,New York,2020-05-27 00:00:00,0.2602755555555555,New York
hiking,New York,2020-05-20 00:00:00,0.1478071428571429,New York
hiking,Palm Beach,2020-05-27 00:00:00,0.5726166666666667,Florida
jogging,New York,2020-05-20 00:00:00,0.521925,New York
jogging,Palm Beach,2020-05-20 00:00:00,0.39857777777777775,Florida
park,Los Angeles,2020-06-03 00:00:00,0.1068340740740741,California
park,Los Angeles,2020-05-27 00:00:00,-0.06441077844311391,California
park,Los Angeles,2020-05-20 00:00:00,0.052298148148148135,California
park,Cook,2020-06-03 00:00:00,0.2668261904761904,Illinois
park,Cook,2020-05-27 00:00:00,-0.23947247706422028,Illinois
park,Cook,2020-05-20 00:00:00,-0.2865168316831685,Illinois
park,Harris,2020-06-03 00:00:00,0.009205128205128185,Texas
park,Harris,2020-05-27 00:00:00,-0.06674107142857136,Texas
park,Harris,2020-05-20 00:00:00,0.1793512987012987,Texas
park,Maricopa,2020-05-20 00:00:00,-0.15231000000000003,Arizona
park,San Diego,2020-06-03 00:00:00,0.11676788321167886,California
park,San Diego,2020-05-27 00:00:00,-0.13786000000000007,California
park,San Diego,2020-05-20 00:00:00,-0.3110619047619047,California
park,Orange,2020-06-03 00:00:00,0.002387301587301585,Florida
park,Orange,2020-05-27 00:00:00,-0.35591379310344823,Florida
park,Orange,2020-05-20 00:00:00,-0.2080438775510205,Florida
park,Miami-Dade,2020-06-03 00:00:00,0.22271842105263154,Florida
park,Miami-Dade,2020-05-27 00:00:00,-0.02550840336134458,Florida
park,Miami-Dade,2020-05-20 00:00:00,-0.4708615384615384,Florida
park,Dallas,2020-06-03 00:00:00,0.1431451612903226,Texas
park,Dallas,2020-05-27 00:00:00,-0.1916321100917431,Texas
park,Dallas,2020-05-20 00:00:00,-0.24118245614035091,Texas
park,Kings,2020-05-27 00:00:00,-0.03490632911392407,New York
park,Kings,2020-05-20 00:00:00,-0.5392780821917807,New York
park,Riverside,2020-06-03 00:00:00,0.23183474576271196,California
park,Riverside,2020-05-27 00:00:00,0.08457137254901961,California
park,Riverside,2020-05-20 00:00:00,-0.22947674418604655,California
park,Queens,2020-06-03 00:00:00,0.02402985074626866,New York
park,Queens,2020-05-27 00:00:00,0.03635833333333327,New York
park,Queens,2020-05-20 00:00:00,-0.1462345238095238,New York
park,King,2020-06-03 00:00:00,-0.059800900900900886,Washington
park,King,2020-05-27 00:00:00,-0.18151437908496737,Washington
park,King,2020-05-20 00:00:00,-0.027237777777777843,Washington
park,Clark,2020-06-03 00:00:00,-0.22323679245283026,Nevada
park,Clark,2020-05-27 00:00:00,-0.3625903225806452,Nevada
park,Clark,2020-05-20 00:00:00,-0.09488787878787881,Nevada
park,San Bernardino,2020-06-03 00:00:00,0.11676788321167886,California
park,San Bernardino,2020-05-27 00:00:00,-0.13786000000000007,California
park,San Bernardino,2020-05-20 00:00:00,-0.3110619047619047,California
park,Tarrant,2020-05-27 00:00:00,0.44673076923076915,Texas
park,Broward,2020-06-03 00:00:00,0.045761111111111114,Florida
park,Broward,2020-05-27 00:00:00,0.00544571428571427,Florida
park,Broward,2020-05-20 00:00:00,-0.4233895522388061,Florida
park,Santa Clara,2020-06-03 00:00:00,-0.04169850746268655,California
park,Santa Clara,2020-05-27 00:00:00,0.033620000000000046,California
park,Santa Clara,2020-05-20 00:00:00,-0.15775436893203884,California
park,Wayne,2020-06-03 00:00:00,0.018014285714285642,Michigan
park,Wayne,2020-05-27 00:00:00,-0.16045660377358492,Michigan
park,Wayne,2020-05-20 00:00:00,-0.14964315789473678,Michigan
park,Alameda,2020-06-03 00:00:00,0.16858571428571426,California
park,Alameda,2020-05-27 00:00:00,0.42854444444444445,California
park,Alameda,2020-05-20 00:00:00,0.0718218181818182,California
park,New York,2020-06-03 00:00:00,-0.04194558823529409,New York
park,New York,2020-05-27 00:00:00,-0.37723749999999995,New York
park,New York,2020-05-20 00:00:00,-0.05088142857142851,New York
park,Philadelphia,2020-06-03 00:00:00,0.1989235294117647,Pennsylvania
park,Philadelphia,2020-05-27 00:00:00,-0.1589064935064935,Pennsylvania
park,Philadelphia,2020-05-20 00:00:00,-0.11838363636363637,Pennsylvania
park,Sacramento,2020-06-03 00:00:00,0.15272835820895525,California
park,Sacramento,2020-05-27 00:00:00,-0.22057516339869265,California
park,Sacramento,2020-05-20 00:00:00,-0.0006785714285713776,California
park,Palm Beach,2020-06-03 00:00:00,-0.053046428571428675,Florida
park,Palm Beach,2020-05-27 00:00:00,0.037201538461538446,Florida
park,Palm Beach,2020-05-20 00:00:00,-0.12774842105263157,Florida
park,Suffolk,2020-06-03 00:00:00,0.4357384615384615,New York
park,Suffolk,2020-05-27 00:00:00,-0.5957583333333334,New York
park,Hillsborough,2020-05-27 00:00:00,-0.19653750000000003,Florida
park,Hillsborough,2020-05-20 00:00:00,0.012422857142857133,Florida
park,Bronx,2020-05-27 00:00:00,-0.15291250000000003,New York
park,Bronx,2020-05-20 00:00:00,0.04246190476190474,New York
park,Orange,2020-06-03 00:00:00,0.002387301587301585,Florida
park,Orange,2020-05-27 00:00:00,-0.35591379310344823,Florida
park,Orange,2020-05-20 00:00:00,-0.2080438775510205,Florida
park,Franklin,2020-06-03 00:00:00,-0.42502790697674425,Ohio
park,Franklin,2020-05-27 00:00:00,-0.8341352112676051,Ohio
park,Franklin,2020-05-20 00:00:00,-0.2228603448275863,Ohio
park,Oakland,2020-06-03 00:00:00,-0.022713953488372105,Michigan
park,Oakland,2020-05-27 00:00:00,0.30269999999999997,Michigan
park,Oakland,2020-05-20 00:00:00,-0.4003688888888889,Michigan
park,Travis,2020-05-27 00:00:00,0.10883038674033144,Texas
park,Travis,2020-05-20 00:00:00,-0.24029230769230767,Texas
park,Cuyahoga,2020-06-03 00:00:00,-0.8156000000000001,Ohio
park,Cuyahoga,2020-05-27 00:00:00,0.478925,Ohio
park,Allegheny,2020-06-03 00:00:00,-0.24177391304347823,Pennsylvania
